Priority,Short Description
P1,broken links in mozilla firefox
P1,broken links in mozilla firefox
P1,broken links in mozilla firefox
P1,broken links in Mozilla Firefox
P2,broken links in mozilla firefox
P1,broken links in mozilla firefox
P3,brokenlinks in mozilla firefox
P1,broken links in mozilla firefox
P1,broken links in mozillafirefox
P2,free text search across all scripts
P1,broken links in mozilla firefox
P3,broken links in mozilla firefox
P1,broken links in mozilla firefox
P1,bad links in firefox
P1,links not working
P1,broken links in Mozilla Firefox
P2,error occurred while processing 'attach' request: TypeError: this._tabActor._tabbrowser is undefined
P2,"Copy and Close keyboard shortcuts on scratchpad are the same In some locales (es-AR, fr-FR at least)"
P3,Add a Revert to Saved menu item to the scratchpad
P3,Scratchpad could identify itself
P3,Scratchpad should display exceptions when throwing a string
P2,Scratchpad Line numbers don't line up
P1,GCLI does not accept auto-completed 'help' command without arguments
P1,GCLI tab completion enters suggested value twice in input field
P1,Make the Web Console use the remote debug protocol
P3,Continue with debugger initialization after the editor finished loading
P3,"browser_dbg_propertyview-05.js | Test timed out, followed by ""TypeError: aTab is null"" and ""Found a tab after previous test timed out"""
P2,Make search operations in the debugger more intuitive
P3,"Focus of empty ""Filter script"" field is invisible (the caret/cursor is black)"
P1,"Move ThreadActor.prototype.{_scripts, _breakpointStore} initialization to the constructor so that each instance of ThreadActor has its own {_scripts, _breakpointStore} object instead of each instance sharing the same object"
P2,orion.css does not exist from debugger tests
P5,Add feature to sourceeditor/scratchpad: delete line(s)
P1,[gcli] pref set Command broken
P2,[gcli] Behavior when part of a command is entered is unhelpful
P3,GCLI should s/path.existsSync/fs.existsSync/g
P3,GCLI should support 'then-able' promises instead of checking d.isPromise (#58)
P2,system slow
P1,test error
P4,Firefox 16 x64 crash
P3,Intermittent failure in browser_tilt_* | Exited with code 1 during test run | Fatal IO error 12 (Cannot allocate memory) | NS_ERROR_FAILURE: Failure at resource:///modules/devtools/TiltGL.jsm followed by other errors and out of memory on Linux Opt
P2,"[Tilt] Move the ""3D View"" button to the developer menu"
P1,Breakpoints not getting caught on reload
P1,Yahoo! Mail is slow
P2,Save files to not working and saving on desktop instead of specified path.
P1,login error
P1,Changing an elements tagName collapses the tree node with no way to expand the tree node
P1,Can't close the page inspector after toggling markup panel
P3,"Firefox recently imported GCLIs unit test harness, but not without changes. Backport them."
P2,GCLI creates OOM intermittent oranges
P2,Pressing up/down/tab while filtering scripts should have some expected behavior
P2,Make search related keyboard shortcuts discoverable
P3,Make it easier to stop searching for scripts in the Debugger
P5,Intermittent crash during browser_gcli_pref.js | application timed out after 330 seconds with no output [@ libxul.so@0x134131f]
P3,Intermittent browser_gcli_addon.js | Test timed out
P3,GCLI output should not be forced to be xhtml
P3,"Intermittent OOM during browser_gcli_break.js, browser_gcli_edit.js | Exited with code 1 during test run"
P3,"Intermittent browser_dbg_location-changes-new.js | There should be a selected script, | The source editor should have some text displayed, | The menulist should not display a notice that there are no scripts availalble, | The menulist should have a too..."
P1,login functionality not working properly
P2,Command+c/v and Tab not working on FF16 for Mac
P4,CSS does not load
P1,GCLI problems when replacing valid arg value with a new value
P2,"GCLI rollup bug fix for bugs 786317, 739947, 708984, 786658, 681623, 787712"
P3,dbg open and dbg close commands
P3,Debugger: JS scripts can get HTML syntax highlighting
P2,Remove the handling of tabNavigated events in frontend code
P4,"Flash related permanent freeze during page load (15.0, fixed in 15.0.1)"
P2,Debugger breaking when it shouldn't
P1,Toolbar notification icons don't close on second click.
P1,unable to download files in dial up connection
P1,mozilla
P2,"Byte Order Mark (BOM) ""ï»¿"" when using UTF-8 with signature"
P2,Corrupt non-latin text into debugger
P2,DebuggerController._isChromeDebugger is broken
P3,It may be a good idea to have the debugger start with collapsed panels
P3,Search operators are hardcoded in debugger.xul
P1,"Application crash on clicking submit button while creating ADMIN, hence unable to create admin"
P2,Protocol layer performance overhead is too much for local transports
P1,debugger broken in nightly
P3,Global search match sometimes not visible when lines are too long
P3,Simplify SourceClient's API for its consumers
P2,JavaScript Debugger doesn't open at all
P2,Optimize global search results
P3,Reserve 'd' as accesskey for Debugger in tools menu > web developer
P1,Debugger server always creates new actor instances
P2,Need a mechanism to select a script programmatically in the debugger
P3,Make the tabNavigated notification reusable by the Web Console
P3,Add keyboard shortcuts for scripts filtering (browsing through matched files)
P4,Avoid javascript strict warnings across the debugger frontend
P3,The window object has too many properties to scroll through
P1,XML parsing error in browser.xul on safemode or normal Aurora 17a2 startup
P4,Browser shut down occurs while working on it
P3,home page not displaying correctly
P2,menu is not displaying
P3,web page not displayed correctly
P3,unable to submit search form
P3,google page not displayed correctly
P1,download all pages in one minute
P5,nuzilla shows wrong
P5,slow browser
P1,Intermittent browser_dbg_bfcache.js | uncaught JS exception - TypeError: element is undefined at debugger-controller.js:1275
P4,URL cant be read in the location bar dropdown
P1,malfunctioning of download
P1,Fix the Copy/Paste in the inspector sidebar for real
P3,Property panel needs restyling
P2,"Refactor and move the debugger's PropertyView in shared, so that it can replace PropertyPanel.jsm soon"
P2,Add a method of exposing chrome globals in the debugger UI
P3,PDF Controls don't function in Nightly
P1,Scrolling in zoom options with left/right arrow keys also changes page
P1,Privacy issue with pdf.js remembering last view
P1,[markup panel] Don't fully expand nodes with large amounts of children in markup panel (performance)
P3,Potential security hole: caching context of .url windows shortcut
P2,no flexibility of customization of search engine
P1,navigation not found
P3,PDF Viewer displays incorrect background color
P1,Let the highlighter select non-element nodes
P1,Refactor how the inspector menus (breadcrumbs and infobar) work (don't clone)
P2,Promote list of pause actors at once
P2,Actor names should not change when promoted to thread-lifetime
P4,browser is closed in the middle
P3,Encountering problems with JavaScript in FireFox 16.0.1 in MyBB
P3,URL Address Bar listbox texts disappeared
P4,"Tools -> Addons doesn't work, manually opening about:addons does"
P2,Remember last IP address for remote debugger
P2,A breakpoint doesn't stop JS Execution
P3,Search operator for finding a variable in scope(s) while the debugger is paused
P3,Provide some obvious UI for scripts filtering
P2,Implement a 'gear menu'
P3,Alt Shift F/T does not do what is intended on Windows
P3,[debugger] closing the debugger throws an exception: TypeError: DebuggerView.Scripts is undefined
P3,The variables view should be filterable
P3,Add UI for toggling the debugger server in Firefox OS
P1,10/22: Need to update hotfix cert fingerprint for FF10-16.0.1 through a hotfix
P5,Not able to open the specific websites
P1,Bug in find_wrapped_to_bottom in pdfviewer/viewer.properties
P1,not displaying calender control
P3,Implement a way of keeping the debugger panes always visible
P1,out of control
P2,Unicode in script names breaks scratchpad's recent files
P2,Scratchpad should ask for confirmation before closing
P2,Leak if I quit while Scratchpad is open
P2,Open recent file fails if the file doesn't exists anymore
P3,Avoid rebuilding the entire variables tree when performing a client evaluation
P1,"After 16.0.2 update, nothing works. No websites can be acessed, no error message, just a blank screen"
P3,Presentation mode does not work in pdf.js
P1,Restore MPL 2 headers removed by recent pdf.js update
P1,LiveConnect not working in Firefox 16.x
P1,login failure
P2,"""TypeError: this._tabActor._tabbrowser.removeProgressListener is not a function"" when closing the debugger"
